Date,Region Code,Region Name,Total Hospitals,Total Beds,Public Hospitals,Beds in Public Hospitals,Non-Public Hospitals,Beds in Non-Public Hospitals,Other Hospitals,Beds in Other Hospitals
31.12.2010,5562.0,"    Recklinghausen, Kreis",10,2234,3,1096,2,49,13,4139
31.12.2010,5566.0,"    Steinfurt, Kreis",10,2234,1,356,1,130,7,1815
31.12.2010,5570.0,"    Warendorf, Kreis",10,2234,1,356,1,130,6,1538
31.12.2010,57.0,"  Detmold, Regierungsbezirk",10,2234,13,6119,7,472,21,6369
31.12.2010,5711.0,"    Bielefeld, krfr. Stadt",10,2234,1,1142,1,13,5,2446
31.12.2010,5754.0,"    Gütersloh, Kreis",10,2234,2,786,1,13,2,622
31.12.2010,5758.0,"    Herford, Kreis",10,2234,1,680,1,13,3,619
31.12.2010,5762.0,"    Höxter, Kreis",10,2234,1,680,1,153,4,811
31.12.2010,5766.0,"    Lippe, Kreis",10,2234,2,1408,2,171,1,811
31.12.2010,5770.0,"    Minden-Lübbecke, Kreis",10,2234,5,1687,3,135,2,498
31.12.2010,5774.0,"    Paderborn, Kreis",10,2234,2,416,3,135,4,1373
31.12.2010,59.0,"  Arnsberg, Regierungsbezirk",10,2234,24,7760,11,1421,68,18513
31.12.2010,5911.0,"    Bochum, krfr. Stadt",10,2234,3,1240,1,164,4,1886
31.12.2010,5913.0,"    Dortmund, krfr. Stadt",10,2234,5,2582,1,164,7,1751
31.12.2010,5914.0,"    Hagen, krfr. Stadt",10,2234,5,2582,1,80,4,1687
31.12.2010,5915.0,"    Hamm, krfr. Stadt",10,2234,1,110,1,80,5,1765
31.12.2010,5916.0,"    Herne, krfr. Stadt",10,2234,1,110,1,80,5,1614
31.12.2010,5954.0,    Ennepe-Ruhr-Kreis,10,2234,1,110,1,386,8,1762
31.12.2010,5958.0,    Hochsauerlandkreis,10,2234,4,589,2,146,8,1424
31.12.2010,5962.0,    Märkischer Kreis,10,2234,5,1558,2,153,5,1352
31.12.2010,5966.0,"    Olpe, Kreis",10,2234,5,1558,1,286,2,546
31.12.2010,5970.0,"    Siegen-Wittgenstein, Kreis",10,2234,1,590,2,197,4,1434
31.12.2010,5974.0,"    Soest, Kreis",10,2234,3,724,1,9,8,1425
31.12.2010,5978.0,"    Unna, Kreis",10,2234,2,367,1,9,8,1867
31.12.2009,5.0,Nordrhein-Westfalen,10,2234,86,37581,47,6965,280,77771
31.12.2009,51.0,"  Düsseldorf, Regierungsbezirk",10,2234,20,8765,14,3762,78,24683
31.12.2009,5111.0,"    Düsseldorf, krfr. Stadt",10,2234,2,1685,4,798,8,2763
31.12.2009,5112.0,"    Duisburg, krfr. Stadt",10,2234,2,905,4,798,8,3528
31.12.2009,5113.0,"    Essen, krfr. Stadt",10,2234,3,1597,2,40,10,3942
31.12.2009,5114.0,"    Krefeld, krfr. Stadt",10,2234,3,1597,2,1179,3,908
31.12.2009,5116.0,"    Mönchengladbach, krfr. Stadt",10,2234,2,695,1,30,3,1479
31.12.2009,5117.0,"    Mülheim an der Ruhr, krfr. Stadt",10,2234,2,695,1,30,2,929
31.12.2009,5119.0,"    Oberhausen, krfr. Stadt",10,2234,2,695,1,203,3,1313
31.12.2009,5120.0,"    Remscheid, krfr. Stadt",10,2234,2,695,2,503,2,469
31.12.2009,5122.0,"    Solingen, krfr. Stadt",10,2234,1,698,2,503,3,447
31.12.2009,5124.0,"    Wuppertal, krfr. Stadt",10,2234,1,698,1,961,4,1163
31.12.2009,5154.0,"    Kleve, Kreis",10,2234,1,305,1,961,6,1490
31.12.2009,5158.0,"    Mettmann, Kreis",10,2234,2,897,1,48,10,1600
31.12.2009,5162.0,    Rhein-Kreis Neuss,10,2234,3,1204,1,48,4,843
31.12.2009,5166.0,"    Viersen, Kreis",10,2234,4,779,1,48,4,946
31.12.2009,5170.0,"    Wesel, Kreis",10,2234,4,779,1,48,8,2863
31.12.2009,53.0,"  Köln, Regierungsbezirk",10,2234,20,11078,11,1072,59,13893
31.12.2009,5313.0,"    Aachen, krfr. Stadt",10,2234,20,11078,11,1072,59,13893
31.12.2009,5314.0,"    Bonn, krfr. Stadt",10,2234,2,1908,2,110,6,2099
31.12.2009,5315.0,"    Köln, krfr. Stadt",10,2234,6,3639,1,30,16,3516
31.12.2009,5316.0,"    Leverkusen, krfr. Stadt",10,2234,1,735,1,30,1,360
31.12.2009,5334.0,    Städteregion Aachen (einschl. Stadt Aachen),10,2234,2,1989,1,19,7,1827
31.12.2009,5354.0,"    Aachen, Kreis",10,2234,2,1989,1,19,7,1827
31.12.2009,5358.0,"    Düren, Kreis",10,2234,2,897,1,18,4,964
31.12.2009,5362.0,    Rhein-Erft-Kreis,10,2234,2,897,3,236,6,1261
31.12.2009,5366.0,"    Euskirchen, Kreis",10,2234,1,403,3,236,3,691
31.12.2009,5370.0,"    Heinsberg, Kreis",10,2234,1,205,1,93,3,666
31.12.2009,5374.0,    Oberbergischer Kreis,10,2234,3,1057,1,93,3,629
31.12.2009,5378.0,    Rheinisch-Bergischer Kreis,10,2234,2,245,1,93,3,912
31.12.2009,5382.0,    Rhein-Sieg-Kreis,10,2234,2,245,2,566,7,968
31.12.2009,55.0,"  Münster, Regierungsbezirk",10,2234,9,3782,3,184,52,14241
31.12.2009,5512.0,"    Bottrop, krfr. Stadt",10,2234,1,346,3,184,2,460
31.12.2009,5513.0,"    Gelsenkirchen, krfr. Stadt",10,2234,1,368,3,184,5,1818
31.12.2009,5515.0,"    Münster, krfr. Stadt",10,2234,2,1619,3,184,7,2068
31.12.2009,5554.0,"    Borken, Kreis",10,2234,2,1619,2,53,9,1876
31.12.2009,5558.0,"    Coesfeld, Kreis",10,2234,2,1619,2,53,3,862
31.12.2009,5562.0,"    Recklinghausen, Kreis",10,2234,4,1093,2,53,13,3772
31.12.2009,5566.0,"    Steinfurt, Kreis",10,2234,1,356,1,131,7,1815
31.12.2009,5570.0,"    Warendorf, Kreis",10,2234,1,356,1,131,6,1570
31.12.2009,57.0,"  Detmold, Regierungsbezirk",10,2234,14,6210,8,529,21,6336
31.12.2009,5711.0,"    Bielefeld, krfr. Stadt",10,2234,1,967,1,13,5,2446
31.12.2009,5754.0,"    Gütersloh, Kreis",10,2234,3,956,1,13,2,622
31.12.2009,5758.0,"    Herford, Kreis",10,2234,1,672,1,13,3,619
31.12.2009,5762.0,"    Höxter, Kreis",10,2234,1,672,1,153,4,825
31.12.2009,5766.0,"    Lippe, Kreis",10,2234,2,1401,2,168,1,825
31.12.2009,5770.0,"    Minden-Lübbecke, Kreis",10,2234,5,1746,3,135,2,487
31.12.2009,5774.0,"    Paderborn, Kreis",10,2234,2,468,1,60,4,1337
31.12.2009,59.0,"  Arnsberg, Regierungsbezirk",10,2234,23,7746,11,1418,70,18618
31.12.2009,5911.0,"    Bochum, krfr. Stadt",10,2234,3,1204,1,161,4,1886
31.12.2009,5913.0,"    Dortmund, krfr. Stadt",10,2234,4,2585,1,161,7,1751
31.12.2009,5914.0,"    Hagen, krfr. Stadt",10,2234,4,2585,1,80,4,1687
31.12.2009,5915.0,"    Hamm, krfr. Stadt",10,2234,1,110,1,80,5,1771
31.12.2009,5916.0,"    Herne, krfr. Stadt",10,2234,1,110,1,80,5,1614
31.12.2009,5954.0,    Ennepe-Ruhr-Kreis,10,2234,1,110,1,386,8,1756
31.12.2009,5958.0,    Hochsauerlandkreis,10,2234,4,570,2,146,8,1427
31.12.2009,5962.0,    Märkischer Kreis,10,2234,5,1594,2,153,7,1415
31.12.2009,5966.0,"    Olpe, Kreis",10,2234,5,1594,1,286,2,546
31.12.2009,5970.0,"    Siegen-Wittgenstein, Kreis",10,2234,1,590,2,197,4,1448
31.12.2009,5974.0,"    Soest, Kreis",10,2234,3,726,1,9,8,1450
31.12.2009,5978.0,"    Unna, Kreis",10,2234,2,367,1,9,8,1867
31.12.2008,5.0,Nordrhein-Westfalen,10,2234,83,36887,48,6879,287,79037
31.12.2008,51.0,"  Düsseldorf, Regierungsbezirk",10,2234,20,8739,14,3833,78,24701
31.12.2008,5111.0,"    Düsseldorf, krfr. Stadt",10,2234,2,1665,4,798,8,2749
31.12.2008,5112.0,"    Duisburg, krfr. Stadt",10,2234,2,905,4,798,8,3512
31.12.2008,5113.0,"    Essen, krfr. Stadt",10,2234,3,1588,2,42,10,3945
31.12.2008,5114.0,"    Krefeld, krfr. Stadt",10,2234,3,1588,2,1206,3,908
31.12.2008,5116.0,"    Mönchengladbach, krfr. Stadt",10,2234,2,695,1,30,3,1479
31.12.2008,5117.0,"    Mülheim an der Ruhr, krfr. Stadt",10,2234,2,695,1,30,2,929
31.12.2008,5119.0,"    Oberhausen, krfr. Stadt",10,2234,2,695,1,203,3,1323
31.12.2008,5120.0,"    Remscheid, krfr. Stadt",10,2234,2,695,2,545,2,469
31.12.2008,5122.0,"    Solingen, krfr. Stadt",10,2234,1,698,2,545,3,447
31.12.2008,5124.0,"    Wuppertal, krfr. Stadt",10,2234,1,698,1,961,4,1156
31.12.2008,5154.0,"    Kleve, Kreis",10,2234,1,305,1,961,6,1490
31.12.2008,5158.0,"    Mettmann, Kreis",10,2234,2,897,1,48,10,1600
31.12.2008,5162.0,    Rhein-Kreis Neuss,10,2234,3,1204,1,48,4,813
31.12.2008,5166.0,"    Viersen, Kreis",10,2234,4,782,1,48,4,946
31.12.2008,5170.0,"    Wesel, Kreis",10,2234,4,782,1,48,8,2935
31.12.2008,53.0,"  Köln, Regierungsbezirk",10,2234,18,10538,10,961,62,14599
31.12.2008,5313.0,"    Aachen, krfr. Stadt",10,2234,1,1313,10,961,4,988
31.12.2008,5314.0,"    Bonn, krfr. Stadt",10,2234,2,1908,2,110,6,2099
31.12.2008,5315.0,"    Köln, krfr. Stadt",10,2234,5,3106,1,30,17,3993
31.12.2008,5316.0,"    Leverkusen, krfr. Stadt",10,2234,1,735,1,30,1,360
31.12.2008,5334.0,    Städteregion Aachen (einschl. Stadt Aachen),10,2234,1,735,1,30,1,360
31.12.2008,5354.0,"    Aachen, Kreis",10,2234,1,677,1,19,3,907
31.12.2008,5358.0,"    Düren, Kreis",10,2234,2,897,1,18,4,964
31.12.2008,5362.0,    Rhein-Erft-Kreis,10,2234,2,897,3,218,6,1287
31.12.2008,5366.0,"    Euskirchen, Kreis",10,2234,1,403,3,218,3,691
31.12.2008,5370.0,"    Heinsberg, Kreis",10,2234,1,205,3,218,4,759
31.12.2008,5374.0,    Oberbergischer Kreis,10,2234,3,1091,3,218,3,629
31.12.2008,5378.0,    Rheinisch-Bergischer Kreis,10,2234,1,203,3,218,4,954
31.12.2008,5382.0,    Rhein-Sieg-Kreis,10,2234,1,203,2,566,7,968
31.12.2008,55.0,"  Münster, Regierungsbezirk",10,2234,9,3785,3,176,53,14213
31.12.2008,5512.0,"    Bottrop, krfr. Stadt",10,2234,1,346,3,176,2,458
31.12.2008,5513.0,"    Gelsenkirchen, krfr. Stadt",10,2234,1,368,3,176,5,1795
31.12.2008,5515.0,"    Münster, krfr. Stadt",10,2234,2,1619,3,176,7,2053
31.12.2008,5554.0,"    Borken, Kreis",10,2234,2,1619,2,54,9,1876
31.12.2008,5558.0,"    Coesfeld, Kreis",10,2234,2,1619,2,54,4,871
31.12.2008,5562.0,"    Recklinghausen, Kreis",10,2234,4,1096,2,54,13,3775
31.12.2008,5566.0,"    Steinfurt, Kreis",10,2234,1,356,1,122,7,1815
31.12.2008,5570.0,"    Warendorf, Kreis",10,2234,1,356,1,122,6,1570
31.12.2008,57.0,"  Detmold, Regierungsbezirk",10,2234,13,6028,7,376,24,6875
31.12.2008,5711.0,"    Bielefeld, krfr. Stadt",10,2234,1,967,1,13,5,2429
31.12.2008,5754.0,"    Gütersloh, Kreis",10,2234,2,823,1,13,3,755
31.12.2008,5758.0,"    Herford, Kreis",10,2234,1,672,1,13,3,619
31.12.2008,5762.0,"    Höxter, Kreis",10,2234,1,153,1,13,4,825
31.12.2008,5766.0,"    Lippe, Kreis",10,2234,2,1401,2,168,2,120
31.12.2008,5770.0,"    Minden-Lübbecke, Kreis",10,2234,5,1804,3,135,2,530
31.12.2008,5774.0,"    Paderborn, Kreis",10,2234,1,208,1,60,5,1597
31.12.2008,59.0,"  Arnsberg, Regierungsbezirk",10,2234,23,7797,14,1533,70,18649
31.12.2008,5911.0,"    Bochum, krfr. Stadt",10,2234,3,1244,1,161,4,1886
31.12.2008,5913.0,"    Dortmund, krfr. Stadt",10,2234,4,2605,1,35,7,1759
31.12.2008,5914.0,"    Hagen, krfr. Stadt",10,2234,4,2605,1,80,4,1687
31.12.2008,5915.0,"    Hamm, krfr. Stadt",10,2234,1,110,1,80,5,1768
31.12.2008,5916.0,"    Herne, krfr. Stadt",10,2234,1,110,1,80,5,1614
31.12.2008,5954.0,    Ennepe-Ruhr-Kreis,10,2234,1,110,1,386,8,1740
31.12.2008,5958.0,    Hochsauerlandkreis,10,2234,4,570,4,226,8,1427
31.12.2008,5962.0,    Märkischer Kreis,10,2234,5,1571,2,153,7,1415
31.12.2008,5966.0,"    Olpe, Kreis",10,2234,5,1571,1,286,2,546
31.12.2008,5970.0,"    Siegen-Wittgenstein, Kreis",10,2234,1,590,2,197,4,1440
31.12.2008,5974.0,"    Soest, Kreis",10,2234,3,726,1,9,8,1500
31.12.2008,5978.0,"    Unna, Kreis",10,2234,2,381,1,9,8,1867
31.12.2007,5.0,Nordrhein-Westfalen,10,2234,87,38068,47,5782,298,80046
31.12.2007,51.0,"  Düsseldorf, Regierungsbezirk",10,2234,23,9918,12,2648,83,24943
31.12.2007,5111.0,"    Düsseldorf, krfr. Stadt",10,2234,2,1664,4,798,8,2708
31.12.2007,5112.0,"    Duisburg, krfr. Stadt",10,2234,2,905,4,798,8,3512
31.12.2007,5113.0,"    Essen, krfr. Stadt",10,2234,3,1624,2,45,10,4005
31.12.2007,5114.0,"    Krefeld, krfr. Stadt",10,2234,2,1154,2,45,4,908
31.12.2007,5116.0,"    Mönchengladbach, krfr. Stadt",10,2234,2,695,1,30,3,1479
31.12.2007,5117.0,"    Mülheim an der Ruhr, krfr. Stadt",10,2234,2,695,1,30,2,920
31.12.2007,5119.0,"    Oberhausen, krfr. Stadt",10,2234,2,695,1,203,4,1330
31.12.2007,5120.0,"    Remscheid, krfr. Stadt",10,2234,2,695,2,563,2,683
31.12.2007,5122.0,"    Solingen, krfr. Stadt",10,2234,1,698,2,563,3,441
31.12.2007,5124.0,"    Wuppertal, krfr. Stadt",10,2234,1,698,1,961,6,1156
31.12.2007,5154.0,"    Kleve, Kreis",10,2234,1,305,1,961,6,1490
31.12.2007,5158.0,"    Mettmann, Kreis",10,2234,2,897,1,48,10,1600
31.12.2007,5162.0,    Rhein-Kreis Neuss,10,2234,4,1204,1,48,5,807
31.12.2007,5166.0,"    Viersen, Kreis",10,2234,4,772,1,48,4,937
31.12.2007,5170.0,"    Wesel, Kreis",10,2234,4,772,1,48,8,2967
31.12.2007,53.0,"  Köln, Regierungsbezirk",10,2234,18,10528,11,1002,64,14703
31.12.2007,5313.0,"    Aachen, krfr. Stadt",10,2234,1,1320,11,1002,4,1009
31.12.2007,5314.0,"    Bonn, krfr. Stadt",10,2234,2,1908,2,136,6,2099
31.12.2007,5315.0,"    Köln, krfr. Stadt",10,2234,5,3068,2,45,17,4014
31.12.2007,5316.0,"    Leverkusen, krfr. Stadt",10,2234,1,735,2,45,2,360
31.12.2007,5334.0,    Städteregion Aachen (einschl. Stadt Aachen),10,2234,1,735,2,45,2,360
31.12.2007,5354.0,"    Aachen, Kreis",10,2234,1,677,1,19,3,917
31.12.2007,5358.0,"    Düren, Kreis",10,2234,2,897,1,18,4,964
31.12.2007,5362.0,    Rhein-Erft-Kreis,10,2234,2,897,3,218,6,1287
31.12.2007,5366.0,"    Euskirchen, Kreis",10,2234,1,403,3,218,3,702
31.12.2007,5370.0,"    Heinsberg, Kreis",10,2234,1,205,3,218,4,759
31.12.2007,5374.0,    Oberbergischer Kreis,10,2234,3,1112,3,218,4,668
31.12.2007,5378.0,    Rheinisch-Bergischer Kreis,10,2234,1,203,3,218,4,954
31.12.2007,5382.0,    Rhein-Sieg-Kreis,10,2234,1,203,2,566,7,970
31.12.2007,55.0,"  Münster, Regierungsbezirk",10,2234,10,3839,3,182,53,14237
31.12.2007,5512.0,"    Bottrop, krfr. Stadt",10,2234,1,346,3,182,2,458
31.12.2007,5513.0,"    Gelsenkirchen, krfr. Stadt",10,2234,2,380,3,182,5,1784
31.12.2007,5515.0,"    Münster, krfr. Stadt",10,2234,2,1649,3,182,7,2047
31.12.2007,5554.0,"    Borken, Kreis",10,2234,2,1649,2,54,9,1876
31.12.2007,5558.0,"    Coesfeld, Kreis",10,2234,2,1649,2,54,4,883
31.12.2007,5562.0,"    Recklinghausen, Kreis",10,2234,4,1108,2,54,13,3792
31.12.2007,5566.0,"    Steinfurt, Kreis",10,2234,1,356,1,128,7,1815
31.12.2007,5570.0,"    Warendorf, Kreis",10,2234,1,356,1,128,6,1582
31.12.2007,57.0,"  Detmold, Regierungsbezirk",10,2234,13,5965,7,376,26,7354
31.12.2007,5711.0,"    Bielefeld, krfr. Stadt",10,2234,1,890,1,13,6,2573
31.12.2007,5754.0,"    Gütersloh, Kreis",10,2234,2,890,1,13,3,857
31.12.2007,5758.0,"    Herford, Kreis",10,2234,1,672,1,13,3,619
31.12.2007,5762.0,"    Höxter, Kreis",10,2234,1,153,1,13,4,904
31.12.2007,5766.0,"    Lippe, Kreis",10,2234,3,1401,2,168,2,120
31.12.2007,5770.0,"    Minden-Lübbecke, Kreis",10,2234,4,1751,3,135,3,669
31.12.2007,5774.0,"    Paderborn, Kreis",10,2234,1,208,1,60,5,1612
31.12.2007,59.0,"  Arnsberg, Regierungsbezirk",10,2234,23,7818,14,1574,72,18809
31.12.2007,5911.0,"    Bochum, krfr. Stadt",10,2234,3,1244,1,171,4,1886
31.12.2007,5913.0,"    Dortmund, krfr. Stadt",10,2234,4,2605,1,35,7,1758
31.12.2007,5914.0,"    Hagen, krfr. Stadt",10,2234,4,2605,1,80,4,1687
31.12.2007,5915.0,"    Hamm, krfr. Stadt",10,2234,1,110,1,80,5,1811
31.12.2007,5916.0,"    Herne, krfr. Stadt",10,2234,1,110,1,80,5,1614
31.12.2007,5954.0,    Ennepe-Ruhr-Kreis,10,2234,1,110,1,386,8,1754
31.12.2007,5958.0,    Hochsauerlandkreis,10,2234,4,570,4,226,8,1427
31.12.2007,5962.0,    Märkischer Kreis,10,2234,5,1608,2,184,7,1519
31.12.2007,5966.0,"    Olpe, Kreis",10,2234,5,1608,1,286,2,546
31.12.2007,5970.0,"    Siegen-Wittgenstein, Kreis",10,2234,1,590,2,197,6,1440
31.12.2007,5974.0,"    Soest, Kreis",10,2234,3,726,1,9,8,1500
31.12.2007,5978.0,"    Unna, Kreis",10,2234,2,365,1,9,8,1867
31.12.2006,5.0,Nordrhein-Westfalen,437,125003,89,39018,45,5085,303,80900
31.12.2006,51.0,"  Düsseldorf, Regierungsbezirk",119,37760,24,10595,10,2007,85,25158
31.12.2006,5111.0,"    Düsseldorf, krfr. Stadt",15,5230,4,2286,2,161,9,2783
31.12.2006,5112.0,"    Duisburg, krfr. Stadt",10,4364,2,871,2,161,8,3493
31.12.2006,5113.0,"    Essen, krfr. Stadt",15,5695,3,1643,2,43,10,4009
31.12.2006,5114.0,"    Krefeld, krfr. Stadt",6,2150,2,1223,2,43,4,927
31.12.2006,5116.0,"    Mönchengladbach, krfr. Stadt",6,2204,2,695,1,30,3,1479
31.12.2006,5117.0,"    Mülheim an der Ruhr, krfr. Stadt",2,967,2,695,1,30,2,967
31.12.2006,5119.0,"    Oberhausen, krfr. Stadt",5,1558,2,695,1,203,4,1355
31.12.2006,5120.0,"    Remscheid, krfr. Stadt",4,1244,2,695,2,561,2,683
31.12.2006,5122.0,"    Solingen, krfr. Stadt",4,1125,1,698,2,561,3,427
31.12.2006,5124.0,"    Wuppertal, krfr. Stadt",7,2117,1,698,1,961,6,1156
31.12.2006,5154.0,"    Kleve, Kreis",7,1795,1,305,1,961,6,1490
31.12.2006,5158.0,"    Mettmann, Kreis",14,2650,2,912,1,48,11,1690
31.12.2006,5162.0,    Rhein-Kreis Neuss,8,2004,3,1186,1,48,5,818
31.12.2006,5166.0,"    Viersen, Kreis",8,1690,4,776,1,48,4,914
31.12.2006,5170.0,"    Wesel, Kreis",8,2967,4,776,1,48,8,2967
31.12.2006,53.0,"  Köln, Regierungsbezirk",93,26556,18,10580,12,1030,63,14946
31.12.2006,5313.0,"    Aachen, krfr. Stadt",5,2462,1,1444,12,1030,4,1018
31.12.2006,5314.0,"    Bonn, krfr. Stadt",10,4151,2,1882,2,136,6,2133
31.12.2006,5315.0,"    Köln, krfr. Stadt",24,7160,5,3009,2,45,17,4106
31.12.2006,5316.0,"    Leverkusen, krfr. Stadt",3,1095,1,735,2,45,2,360
31.12.2006,5334.0,    Städteregion Aachen (einschl. Stadt Aachen),3,1095,1,735,2,45,2,360
31.12.2006,5354.0,"    Aachen, Kreis",5,1623,1,677,1,18,3,928
31.12.2006,5358.0,"    Düren, Kreis",7,1942,2,927,1,11,4,1004
31.12.2006,5362.0,    Rhein-Erft-Kreis,9,1525,2,927,3,218,6,1307
31.12.2006,5366.0,"    Euskirchen, Kreis",4,1109,1,403,3,218,3,706
31.12.2006,5370.0,"    Heinsberg, Kreis",5,977,1,205,3,218,4,772
31.12.2006,5374.0,    Oberbergischer Kreis,7,1787,3,1095,3,218,4,692
31.12.2006,5378.0,    Rheinisch-Bergischer Kreis,5,1151,1,203,1,36,3,912
31.12.2006,5382.0,    Rhein-Sieg-Kreis,9,1574,1,203,2,566,7,1008
31.12.2006,55.0,"  Münster, Regierungsbezirk",66,18479,10,3874,3,184,53,14421
31.12.2006,5512.0,"    Bottrop, krfr. Stadt",3,810,1,346,3,184,2,464
31.12.2006,5513.0,"    Gelsenkirchen, krfr. Stadt",7,2204,2,418,3,184,5,1786
31.12.2006,5515.0,"    Münster, krfr. Stadt",9,3757,2,1631,3,184,7,2126
31.12.2006,5554.0,"    Borken, Kreis",11,1930,2,1631,2,54,9,1876
31.12.2006,5558.0,"    Coesfeld, Kreis",4,883,2,1631,2,54,4,883
31.12.2006,5562.0,"    Recklinghausen, Kreis",17,5012,4,1123,2,54,13,3889
31.12.2006,5566.0,"    Steinfurt, Kreis",9,2301,1,356,1,130,7,1815
31.12.2006,5570.0,"    Warendorf, Kreis",6,1582,1,356,1,130,6,1582
31.12.2006,57.0,"  Detmold, Regierungsbezirk",47,13683,14,6006,7,386,26,7291
31.12.2006,5711.0,"    Bielefeld, krfr. Stadt",8,3447,1,868,1,13,6,2566
31.12.2006,5754.0,"    Gütersloh, Kreis",5,1747,2,890,1,13,3,857
31.12.2006,5758.0,"    Herford, Kreis",4,1291,1,672,1,13,3,619
31.12.2006,5762.0,"    Höxter, Kreis",5,1027,1,173,1,13,4,854
31.12.2006,5766.0,"    Lippe, Kreis",8,1689,4,1401,2,168,2,120
31.12.2006,5770.0,"    Minden-Lübbecke, Kreis",10,2602,4,1794,3,145,3,663
31.12.2006,5774.0,"    Paderborn, Kreis",7,1880,1,208,1,60,5,1612
31.12.2006,59.0,"  Arnsberg, Regierungsbezirk",112,28525,23,7963,13,1478,76,19084
31.12.2006,5911.0,"    Bochum, krfr. Stadt",10,3300,3,1244,1,167,6,1889
